matchUrl,chosenSourceFile,allSourceFiles,sourceCopies
https://ru.bsportsfan.com/table-tennis/r/12296754/volodymyr-korobko-vs-vladyslav-kovalchuk,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296762/oleksandr-melashenko-vs-yan-krol,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296769/roman-cherevko-vs-oleksandr-tuzhylin,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296792/yurii-parahailo-vs-dmytro-shchegelskyi,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296801/yaroslav-tebenko-vs-oleksandr-storozhenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296803/oleksii-rodin-vs-vladyslav-kovalchuk,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296812/maksym-khomenko-vs-dmytro-shchegelskyi,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296815/yurii-parahailo-vs-ruslan-novak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296819/vasyl-moshovskyi-vs-oleksii-rodin,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296820/oleg-gavryshko-vs-oleksii-hrymovskyi,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296855/maksym-marchuk-vs-yan-krol,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296860/oleksandr-tuzhylin-vs-roman-reznychenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296861/dmytro-shchegelskyi-vs-ruslan-novak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296881/volodymyr-korobko-vs-yaroslav-tebenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296895/yevhen-pysmennyi-vs-valerii-melnyk,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296905/maksym-marchuk-vs-vitalii-khamurda,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296906/dmytro-derevynskyi-vs-oleksandr-melashenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296913/yurii-parahailo-vs-oleksandr-alieksieev,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296923/vasyl-moshovskyi-vs-oleksandr-storozhenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296927/bohdan-zaika-vs-serhii-solomko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296937/anton-shypilov-vs-nazarii-kovalchuk,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296939/adam-dvoracek-vs-oleh-plyska,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296950/vitalii-khamurda-vs-oleksandr-gomilko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296951/yurii-parahailo-vs-volodymyr-ivasiv-1971,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296958/oleksandr-melashenko-vs-vitalii-khamurda,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12296971/yevhen-pysmennyi-vs-roman-cherevko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299308/michal-prochazka-vs-jan-vonasek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299319/miroslav-barta-vs-jiri-hyrsl,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299345/martin-tacinec-vs-jan-pleskot,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299371/pavel-bajtek-vs-ivo-taichman,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299372/marek-holub-vs-zbynek-pagac,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299373/vaclav-nohejl-1975-vs-tibor-kolenic,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299374/milan-kolar-vs-dmitro-parhomenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299382/radim-pavelka-vs-jakub-stolfa,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299385/michal-chalupa-vs-roman-hudeczek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299414/jiri-louda-vs-viktor-vejvoda,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299415/viktor-vejvoda-vs-martin-bittner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299416/viktor-vejvoda-vs-robin-pacha,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299421/jiri-zuzanek-vs-denis-hofman,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299423/martin-sobisek-vs-tomas-vinter,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299424/tomas-vinter-vs-mark-robin-wagner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299425/tomas-vinter-vs-ales-bayer,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299426/jiri-zuzanek-vs-petr-sebera,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299444/mark-robin-wagner-vs-ales-bayer,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299518/dominik-oborny-vs-marcel-heczko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299519/radomir-vavrecka-vs-marek-volny,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299536/richard-wagner-vs-petr-sebera,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299537/richard-wagner-vs-denis-hofman,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299538/denis-hofman-vs-richard-wagner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299539/jiri-louda-vs-richard-wagner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299544/petr-sebera-vs-denis-hofman,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299545/denis-hofman-vs-jiri-louda,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299579/milan-fisera-vs-rostislav-hasmanda,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299684/oleg-gavryshko-vs-serhii-hohenko,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299711/matej-levicky-vs-zbynek-zientek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12299847/david-horak-vs-kyryl-darin,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300085/jiri-plachy-vs-frantisek-briza,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300091/miloslav-dvorak-vs-richard-vavricka,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300092/david-hons-vs-richard-vavricka,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300095/marek-kulisek-vs-michal-prochazka,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300096/radek-sedlacek-vs-michal-macurak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300097/tomas-ogrocki-vs-laurent-lasota,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300098/jan-vonasek-vs-michal-brozek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300102/marek-kulisek-vs-jan-vonasek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300123/jiri-grohsgott-vs-miroslav-barta,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300130/ales-bayer-vs-daniel-tuma,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300133/daniel-tyn-vs-daniel-priesol,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300135/daniel-langer-vs-pavel-bajtek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300136/tomas-regner-vs-martin-tacinec,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300137/martin-sobisek-vs-mark-robin-wagner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300138/frantisek-trojan-vs-miroslav-barta,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300139/ladislav-havel-1956-vs-michal-syroha,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300140/miroslav-barta-vs-michal-syroha,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300145/daniel-priesol-vs-zbynek-zientek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300149/kyryl-darin-vs-frantisek-briza,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300159/ladislav-havel-1956-vs-miroslav-barta,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300181/daniel-tuma-vs-mark-robin-wagner,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300212/frantisek-briza-vs-david-horak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300216/josef-toth-vs-alois-kanak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300234/ales-bayer-vs-martin-sobisek,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300284/michal-blaha-vs-radek-adamczyk,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300289/radek-adamczyk-vs-alois-kanak,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
https://ru.bsportsfan.com/table-tennis/r/12300291/michal-syroha-vs-frantisek-trojan,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,bsportsfan-telegram-prediction-dataset-500-1785096901271.json,1
