sourceArchive,matchUrl,recordKind,createdAt,players,prematchDecision,prematchSent,liveSignals,finalScore,resultStatus,pointSnapshots,leftPlayer,rightPlayer,leftWinOdds,rightWinOdds,winOddsSource,winOddsObservedAt,pairRegimeBranch,pairRegimeAccepted,pairPointWindow,pairFormEdge,pairStrengthSum,pairStrengthEdge,pairSelectedLatePointRate,decision,sent,protocolId,gateId,signalMode,pbpFilterAccepted,accuracyModeAccepted,moderateModeAccepted,pbpPointWindow,baseSelectedSideIndex,selectedSideIndex,sideCorrectionApplied,sideCorrectionReason,relativeAgreementScore,latestPbpReversal,leftCollapseCount,rightCollapseCount,collapseSum,collapseDifference,collapseSumWithinLimit,collapseCountsUnequal,collapseAccepted,selectedStrengthScore,opponentStrengthScore,selectedStrengthEdge,strongSelectedStrengthException,selectedHistoryMatches,selectedHistorySetSharePct,selectedHistorySetShareException,selectedFreshForm3Score,opponentFreshForm3Score,selectedHistory5WindowMatches,opponentHistory5WindowMatches,selectedHistory5SetSharePct,opponentHistory5SetSharePct,selectedHistory5SetShareEdge,selectedHistory8PerformancePct,opponentHistory8PerformancePct,relativeHistoryWindowReady,selectedFreshAtOrAboveHistory8,opponentFreshAtOrAboveHistory8,relativeFormSetShareException
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302549/oleh-kuzyshyn-vs-ruslan-sopivnyk,observed_only,26.07 13:12,Олег Кузишин vs Руслан Сопивник,,0,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302551/oleksandr-tuzhylin-vs-yevhen-pysmennyi,observed_only,26.07 21:58,Александр Тужилин vs Евгений Письменный,,0,0,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302552/oleh-stopin-vs-kostiantyn-klymenko,observed_only,26.07 14:13,Олег Стопин vs Константин Клименко,,0,0,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302554/oleksandr-leonenko-vs-kostiantyn-klymenko,forecasted,26.07 20:40,Олександр Леоненко vs Константин Клименко,СТАВИМ,1,0,1-3,hit,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302555/oleksii-mitla-vs-nazarii-kovalchuk,observed_only,26.07 09:32,Алексей Митла vs Назарий Ковальчук,,0,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302556/marek-cizek-vs-petr-maly,observed_only,26.07 17:03,Марек Чизек vs Петр Малы,,0,0,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302558/oleksandr-osadchyi-vs-bohdan-zaika,observed_only,26.07 11:25,Олександр Осадчий vs Богдан Заика,skip,0,0,3-0,hit,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302559/oleksandr-tymofeev-vs-serhii-solomko,forecasted,26.07 10:51,Александр Тимофеев vs Сергей Соломко,СТАВИМ,1,0,3-0,miss,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302561/michal-prochazka-vs-jan-vonasek,forecasted,26.07 01:30,Михал Прохазка vs Ян Вонасек,ПРОПУСК,0,0,1-3,miss,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302563/marek-kulisek-vs-michal-brozek,forecasted,26.07 00:55,Марер Кулисек vs Михал Брозек,ПРОПУСК,0,0,1-3,miss,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302565/valerii-melnyk-vs-roman-cherevko,observed_only,26.07 21:43,Валерии Мельник vs Роман Черевко,,0,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302566/oleksandr-maslovskyi-vs-mykola-treshchetka,observed_only,26.07 17:57,Александр Масловский vs Микола Трешчетка,,0,0,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302567/oleksandr-tymofeev-vs-andrii-martyniuk,forecasted,26.07 15:52,Александр Тимофеев vs Андрей Мартынюк,ПРОПУСК,0,0,2-3,hit,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302568/martin-skyba-vs-martin-melisek,observed_only,26.07 13:12,Мартин Скиба vs Мартин Мелисек,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302571/maksym-badai-vs-volodymyr-tatarnykov,observed_only,26.07 13:32,Максим Бадай vs Владимир Татарныков,,0,0,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302574/oleh-stopin-vs-vadym-kucheriavyi,forecasted,26.07 16:11,Олег Стопин vs Vadym Kucheriavyi,ПРОПУСК,0,0,1-3,hit,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302575/yurii-kolos-vs-yurii-parahailo,forecasted,26.07 15:24,Юрий Колос vs Юрий Парахайло,СТАВИМ,1,0,3-1,hit,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302581/vsevolod-kheresko-vs-oleg-sapuzhak,forecasted,26.07 18:56,Всеволод Хереско vs Олег Сапужак,ПРОПУСК,0,0,3-0,hit,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302582/sergii-skhabitskiy-vs-anatolii-kovalenko,observed_only,26.07 16:32,Сергей Схабицкий vs Анатолий Коваленко,,0,0,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302583/roman-reznychenko-vs-valerii-melnyk,observed_only,26.07 22:28,Роман Резниченко vs Валерии Мельник,,0,0,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302585/oleksandr-maslovskyi-vs-vsevolod-kheresko,forecasted,26.07 20:57,Александр Масловский vs Всеволод Хереско,СТАВИМ,1,0,1-3,hit,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302588/roman-reznychenko-vs-oleksandr-tuzhylin,observed_only,26.07 17:57,Роман Резниченко vs Александр Тужилин,,0,0,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302589/mikhail-taranko-vs-jan-simecek-jnr,observed_only,26.07 09:32,Михаил Таранко vs Ян Шимечек мл.,,0,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302595/oleksandr-levytskyi-vs-viacheslav-yarovyi,forecasted,26.07 15:31,Александр Левицкий vs Вячеслав Яровый,СТАВИМ,1,0,1-3,miss,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302611/vladyslav-stukalov-vs-oleksandr-leonenko,observed_only,26.07 16:42,Владислав Стукалов vs Олександр Леоненко,,0,0,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302615/oleksandr-maslovskyi-vs-oleh-maksymkiv,forecasted,26.07 19:25,Александр Масловский vs Олег Максимков,СТАВИМ,1,0,2-3,hit,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302616/vadym-kucheriavyi-vs-oleksandr-leonenko,forecasted,26.07 14:40,Vadym Kucheriavyi vs Олександр Леоненко,ПРОПУСК,0,0,3-0,miss,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302617/oleksii-mitla-vs-anton-shypilov,observed_only,26.07 13:50,Алексей Митла vs Антон Шипилов,,0,0,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302618/orest-hura-vs-nazarii-kovalchuk,observed_only,26.07 11:10,Орест Хура vs Назарий Ковальчук,skip,0,0,0-3,miss,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302620/valerii-melnyk-vs-yevhen-pysmennyi,observed_only,26.07 20:28,Валерии Мельник vs Евгений Письменный,,0,0,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302621/maksym-mrykh-vs-ruslan-sopivnyk,observed_only,26.07 11:09,Максим Мрых vs Руслан Сопивник,skip,0,0,2-3,hit,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302622/david-sabuka-vs-marcel-cmil,forecasted,26.07 22:01,Давид Сабука vs Масел Кмил,СТАВИМ,1,0,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302623/mykola-zavoloka-vs-stanislav-zherykhin,forecasted,26.07 19:30,Николай Заволока vs Станислав Жерихин,ПРОПУСК,0,0,3-2,hit,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302624/oleh-stopin-vs-vasyl-kondratenko,observed_only,26.07 17:42,Олег Стопин vs Василий Кондратернко,,0,0,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302625/martin-kocvara-vs-radovan-pisa,observed_only,26.07 13:47,Мартин Коцвара vs Радован Пиза,,0,0,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302628/stanislav-zherykhin-vs-viacheslav-yarovyi,forecasted,26.07 18:01,Станислав Жерихин vs Вячеслав Яровый,СТАВИМ,1,0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302631/valerii-melnyk-vs-yevhen-masko,observed_only,26.07 18:57,Валерии Мельник vs Евген Маско,,0,0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302634/martin-holub-vs-david-sabuka,forecasted,26.07 22:30,Мартин Холуб vs Давид Сабука,СТАВИМ,1,0,3-2,hit,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302638/oleksandr-zhyrnov-vs-yevhenii-holoborodko,forecasted,26.07 14:36,Александр Жирнов vs Евгений Голобородько,СТАВИМ,1,0,1-3,hit,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302640/vasil-smyk-vs-volodymyr-melnykov,observed_only,26.07 16:07,Василь Смык vs Владимир Мельников,,0,0,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302642/serhii-aristarkhov-vs-oleksandr-syksa,forecasted,26.07 14:33,Сергей Аристархов vs Александр Сыкса,ПРОПУСК,0,0,0-3,hit,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302644/leon-kolman-vs-ondrej-chadima,observed_only,26.07 21:17,Леон Колман vs Ондрей Чадима,,0,0,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302645/vladyslav-stukalov-vs-kostiantyn-klymenko,forecasted,26.07 15:10,Владислав Стукалов vs Константин Клименко,СТАВИМ,1,0,0-3,hit,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302646/dmytro-belanchyk-vs-oleg-sapuzhak,observed_only,26.07 20:28,Дмитро Беланчик vs Олег Сапужак,,0,0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302647/orest-hura-vs-mykyta-smyrnov,observed_only,26.07 14:12,Орест Хура vs Микита Смирнов,,0,0,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302648/roman-boklah-vs-viktor-ziakun,forecasted,26.07 19:04,Роман Боклах vs Виктор Зякун,СТАВИМ,1,0,0-3,hit,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302650/stanislav-zherykhin-vs-anton-danylov,forecasted,26.07 15:01,Станислав Жерихин vs Антон Данилов,СТАВИМ,1,0,0-3,miss,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302652/tomas-trnka-vs-jan-ruzicka,observed_only,26.07 11:11,Томаш Трнка vs Ян Ружичка,skip,0,0,0-3,miss,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302658/mykola-treshchetka-vs-dmytro-belanchyk,observed_only,26.07 22:01,Микола Трешчетка vs Дмитро Беланчик,,0,0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302661/volodymyr-ivasiv-1971-vs-dmytro-shchegelskyi,observed_only,26.07 20:06,Владимир Ивасив 1971 vs Дмитрий Щегельский,,0,0,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302663/ondrej-mezera-vs-lukas-rulc,forecasted,26.07 17:16,Ондрей Мезера vs Лукаш Рульц,ПРОПУСК,0,0,1-3,hit,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302665/ihor-torhachov-vs-serhii-priadko,observed_only,26.07 16:34,Игорь Торгачев vs Сергей Прядко,,0,0,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302667/ruslan-novak-vs-yurii-parahailo,observed_only,26.07 21:42,Руслан Новак vs Юрий Парахайло,,0,0,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302670/petr-hlina-vs-jakub-mejzlik,observed_only,26.07 10:37,Петр Глина vs Якуб Мейзлик,,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302671/dmytro-patalakha-vs-oleksandr-osadchyi,forecasted,26.07 14:51,Дмитрий Паталаха vs Олександр Осадчий,ПРОПУСК,0,0,2-3,hit,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302672/volodymyr-dobrovolskyi-vs-serhii-prus,observed_only,26.07 13:30,Владимир Добровольский vs Сергей Прус,,0,0,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302681/ihor-serdiuk-vs-roman-boklah,forecasted,26.07 17:03,Игорь Сердюк vs Роман Боклах,ПРОПУСК,0,0,0-3,hit,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302682/petr-maly-vs-adam-dvoracek,forecasted,26.07 19:01,Петр Малы vs Адам Дворачек,ПРОПУСК,0,0,1-3,miss,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302687/volodymyr-ivasiv-1971-vs-yurii-parahailo,observed_only,26.07 19:06,Владимир Ивасив 1971 vs Юрий Парахайло,,0,0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302688/ondrej-mezera-vs-stepan-rejent,observed_only,26.07 18:18,Ондрей Мезера vs Степан Реджент,,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302689/radek-fitl-vs-tomas-trnka,forecasted,26.07 14:36,Радек Фитль vs Томаш Трнка,ПРОПУСК,0,0,1-3,miss,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302690/sergii-skhabitskiy-vs-vasil-smyk,observed_only,26.07 19:33,Сергей Схабицкий vs Василь Смык,,0,0,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302692/oleksandr-mytsyk-vs-maksym-stetsenko,forecasted,26.07 19:00,Александр Мыцык vs Максим Стеценко,СТАВИМ,1,0,2-3,hit,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302693/ihor-serdiuk-vs-viktor-ziakun,forecasted,26.07 16:02,Игорь Сердюк vs Виктор Зякун,ПРОПУСК,0,0,1-3,hit,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302694/yurii-kolos-vs-ruslan-novak,forecasted,26.07 19:36,Юрий Колос vs Руслан Новак,СТАВИМ,1,0,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302696/michal-makara-vs-radovan-pisa,forecasted,26.07 14:45,Михал Макара vs Радован Пиза,СТАВИМ,1,0,2-3,hit,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302697/yevhen-masko-vs-roman-cherevko,forecasted,26.07 17:26,Евген Маско vs Роман Черевко,ПРОПУСК,0,0,3-2,hit,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302698/martin-skyba-vs-petr-semrad,observed_only,26.07 14:02,Мартин Скиба vs Петр Семрад,,0,0,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302700/jan-botka-vs-jachym-juppa,forecasted,26.07 21:45,Ян Ботка vs Яхим Джуппа,СТАВИМ,1,0,1-3,hit,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302706/dmytro-patalakha-vs-andrii-martyniuk,observed_only,26.07 10:39,Дмитрий Паталаха vs Андрей Мартынюк,,0,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302707/jan-botka-vs-ondrej-chadima,forecasted,26.07 20:45,Ян Ботка vs Ондрей Чадима,ПРОПУСК,0,0,1-3,hit,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302708/jan-simecek-jnr-vs-tadeas-bertho,observed_only,26.07 10:48,Ян Шимечек мл. vs Тадеас Берто,,0,0,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302710/serhii-aristarkhov-vs-maksym-hubenko,forecasted,26.07 09:33,Сергей Аристархов vs Максим Губенко,ПРОПУСК,0,0,2-3,hit,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12302714/martin-holub-vs-vaclav-coubal,observed_only,26.07 21:44,Мартин Холуб vs Вацлав Коубал,,0,0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
