sourceArchive,matchUrl,recordKind,createdAt,players,prematchDecision,prematchSent,liveSignals,finalScore,resultStatus,pointSnapshots,leftPlayer,rightPlayer,leftWinOdds,rightWinOdds,winOddsSource,winOddsObservedAt,pairRegimeBranch,pairRegimeAccepted,pairPointWindow,pairFormEdge,pairStrengthSum,pairStrengthEdge,pairSelectedLatePointRate,decision,sent,protocolId,gateId,signalMode,pbpFilterAccepted,accuracyModeAccepted,moderateModeAccepted,pbpPointWindow,baseSelectedSideIndex,selectedSideIndex,sideCorrectionApplied,sideCorrectionReason,relativeAgreementScore,latestPbpReversal,leftCollapseCount,rightCollapseCount,collapseSum,collapseDifference,collapseSumWithinLimit,collapseCountsUnequal,collapseAccepted,selectedStrengthScore,opponentStrengthScore,selectedStrengthEdge,strongSelectedStrengthException,selectedHistoryMatches,selectedHistorySetSharePct,selectedHistorySetShareException,selectedFreshForm3Score,opponentFreshForm3Score,selectedHistory5WindowMatches,opponentHistory5WindowMatches,selectedHistory5SetSharePct,opponentHistory5SetSharePct,selectedHistory5SetShareEdge,selectedHistory8PerformancePct,opponentHistory8PerformancePct,relativeHistoryWindowReady,selectedFreshAtOrAboveHistory8,opponentFreshAtOrAboveHistory8,relativeFormSetShareException
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12294743/filip-wolf-vs-jan-mecl-jnr,observed_only,26.07 01:02,Филип Вольф vs Ян Мекл мл.,,0,0,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295071/julius-didi-vs-vaclav-kosar,forecasted,25.07 23:00,Юлиус Диди vs Вацлав Косар,ПРОПУСК,0,0,3-1,miss,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295797/jan-hrabec-vs-tomas-kraninger,forecasted,25.07 23:00,Ян Храбец vs Томас Кранингер,СТАВИМ,1,0,3-2,hit,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295801/daniel-tuma-vs-jan-trefny,forecasted,25.07 23:00,Дэниэл Тума vs Ян Трефни,СТАВИМ,1,0,3-1,hit,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295804/martin-bittner-vs-milan-klement,observed_only,25.07 22:42,Мартин Биттнер vs Милан Клемент,,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295813/filip-wolf-vs-jiri-ruzicka,forecasted,26.07 02:30,Филип Вольф vs Иржи Ружицка,СТАВИМ,1,0,3-0,hit,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295817/pavel-fojt-vs-daniel-tuma,observed_only,25.07 22:41,Павел Фойт vs Дэниэл Тума,,0,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295818/milan-klement-vs-robin-pacha,forecasted,25.07 23:00,Милан Клемент vs Робин Пача,ПРОПУСК,0,0,2-3,hit,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295820/jiri-ruzicka-vs-martin-huk,observed_only,26.07 01:33,Иржи Ружицка vs Мартин Хук,skip,0,0,0-3,miss,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295833/dominik-oborny-vs-daniel-langer,forecasted,25.07 23:00,Доминик Оборны vs Дэниел Лангер,СТАВИМ,1,0,3-1,miss,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295838/frantisek-trojan-vs-julius-didi,observed_only,25.07 22:43,Франтишек Троян vs Юлиус Диди,,0,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295840/milan-smrcek-vs-oleg-vitrovyj,observed_only,26.07 03:32,Милан Смрчек vs Олег Витровый,,0,0,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295841/david-barton-vs-milan-smrcek,forecasted,26.07 01:01,Дэвид Бартон vs Милан Смрчек,СТАВИМ,1,0,2-3,hit,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295848/jiri-dedek-vs-dmitro-parhomenko,forecasted,26.07 02:31,Иржи Дедек vs Дмитро Пархоменко,ПРОПУСК,0,0,0-3,hit,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295855/jan-mecl-jnr-vs-jiri-ruzicka,observed_only,26.07 03:32,Ян Мекл мл. vs Иржи Ружицка,,0,0,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295866/adam-svoboda-vs-mihail-trinta,observed_only,26.07 03:03,Адам Свобода vs Михаил Тринта,skip,0,0,1-3,miss,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295867/matous-klimenta-vs-martin-huk,observed_only,26.07 03:04,Матоус Климента vs Мартин Хук,skip,0,0,1-3,miss,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295870/milan-smrcek-vs-adam-svoboda,forecasted,26.07 02:09,Милан Смрчек vs Адам Свобода,СТАВИМ,1,0,1-3,miss,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295871/jiri-dedek-vs-radim-pavelka,forecasted,26.07 01:00,Иржи Дедек vs Радим Павелка,СТАВИМ,1,0,2-3,hit,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295872/jan-mecl-jnr-vs-matous-klimenta,observed_only,26.07 02:03,Ян Мекл мл. vs Матоус Климента,,0,0,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295881/viktor-vejvoda-vs-richard-wagner,observed_only,25.07 20:03,Виктор Вейвода vs Рихард Вагнер,,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295882/jan-trefny-vs-pavel-fojt,observed_only,26.07 03:03,Ян Трефни vs Павел Фойт,skip,0,0,1-3,miss,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295884/radim-pavelka-vs-dmitro-parhomenko,observed_only,26.07 03:34,Радим Павелка vs Дмитро Пархоменко,skip,0,0,3-2,hit,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295888/filip-zurek-vs-jan-hrabec,observed_only,25.07 22:42,Филип Журек vs Ян Храбец,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295891/radim-pavelka-vs-jan-trefny,forecasted,26.07 02:07,Радим Павелка vs Ян Трефни,СТАВИМ,1,0,3-1,hit,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295892/dmitro-parhomenko-vs-pavel-fojt,forecasted,26.07 01:43,Дмитро Пархоменко vs Павел Фойт,ПРОПУСК,0,0,2-3,hit,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295893/oleg-vitrovyj-vs-mihail-trinta,observed_only,26.07 01:33,Олег Витровый vs Михаил Тринта,skip,0,0,3-2,hit,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12295894/david-barton-vs-oleg-vitrovyj,forecasted,26.07 02:31,Дэвид Бартон vs Олег Витровый,ПРОПУСК,0,0,0-3,hit,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296637/dmytro-shchegelskyi-vs-oleksandr-alieksieev,forecasted,26.07 02:31,Дмитрий Щегельский vs Александр Алексеев,СТАВИМ,1,0,0-3,hit,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296649/yaroslav-makovka-vs-yevhenii-holoborodko,forecasted,25.07 20:10,Ярослав Маковка vs Евгений Голобородько,СТАВИМ,1,0,1-3,hit,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296652/maksym-khomenko-vs-volodymyr-ivasiv-1971,observed_only,26.07 03:02,Максим Хоменко vs Владимир Ивасив 1971,skip,0,0,1-3,miss,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296654/vasyl-moshovskyi-vs-yaroslav-tebenko,observed_only,26.07 03:48,Василий Мошовский vs Ярослав Тебенко,,0,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296655/petr-kotrbacek-vs-jakub-dufek-jnr,observed_only,25.07 22:43,Петр Котрбачек vs Якуб Дуфек мл.,,0,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296656/taras-gil-vs-volodymyr-dobrovolskyi,forecasted,25.07 19:56,Тарас Гиль vs Владимир Добровольский,СТАВИМ,1,0,0-3,miss,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296673/yevhen-masko-vs-oleksandr-tuzhylin,observed_only,26.07 03:28,Евген Маско vs Александр Тужилин,skip,0,0,0-3,miss,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296679/maksym-marchuk-vs-oleksandr-gomilko,observed_only,26.07 00:15,Максим Марчук vs Александр Гомилко,,0,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296689/ruslan-novak-vs-volodymyr-ivasiv-1971,observed_only,26.07 01:03,Руслан Новак vs Владимир Ивасив 1971,skip,0,0,3-0,hit,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296695/yevhen-masko-vs-valerii-melnyk,observed_only,26.07 02:00,Евген Маско vs Валерии Мельник,skip,0,0,3-0,hit,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296710/yevhen-masko-vs-roman-reznychenko,forecasted,26.07 00:27,Евген Маско vs Роман Резниченко,СТАВИМ,1,0,1-3,miss,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296736/yaroslav-tebenko-vs-oleksii-rodin,forecasted,26.07 00:16,Ярослав Тебенко vs Алексей Родин,ПРОПУСК,0,0,2-3,hit,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296740/josef-hanacek-vs-jan-seeman,forecasted,25.07 22:45,Йозеф Ганачек vs Ян Симан,СТАВИМ,1,0,3-2,hit,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296745/dmytro-derevynskyi-vs-yan-krol,forecasted,26.07 00:35,Дмитрий Деревинский vs Ян Крол,СТАВИМ,1,0,3-2,hit,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296754/volodymyr-korobko-vs-vladyslav-kovalchuk,observed_only,26.07 03:18,Владимир Коробко vs Владислав Ковальчук,skip,0,0,0-3,miss,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296762/oleksandr-melashenko-vs-yan-krol,observed_only,26.07 03:39,Александр Мелашенко vs Ян Крол,,0,0,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296769/roman-cherevko-vs-oleksandr-tuzhylin,observed_only,26.07 01:28,Роман Черевко vs Александр Тужилин,skip,0,0,1-3,miss,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296792/yurii-parahailo-vs-dmytro-shchegelskyi,observed_only,26.07 03:34,Юрий Парахайло vs Дмитрий Щегельский,skip,0,0,1-3,miss,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296801/yaroslav-tebenko-vs-oleksandr-storozhenko,observed_only,26.07 02:49,Ярослав Тебенко vs Александр Стороженко,skip,0,0,3-2,hit,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296803/oleksii-rodin-vs-vladyslav-kovalchuk,forecasted,26.07 01:19,Алексей Родин vs Владислав Ковальчук,ПРОПУСК,0,0,3-2,hit,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296812/maksym-khomenko-vs-dmytro-shchegelskyi,observed_only,26.07 01:33,Максим Хоменко vs Дмитрий Щегельский,skip,0,0,2-3,hit,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296815/yurii-parahailo-vs-ruslan-novak,forecasted,26.07 02:00,Юрий Парахайло vs Руслан Новак,СТАВИМ,1,0,0-3,hit,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296819/vasyl-moshovskyi-vs-oleksii-rodin,forecasted,26.07 02:15,Василий Мошовский vs Алексей Родин,ПРОПУСК,0,0,3-1,miss,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296820/oleg-gavryshko-vs-oleksii-hrymovskyi,forecasted,25.07 19:58,Олег Гавришко vs Алексей Грымовский,СТАВИМ,1,0,0-3,hit,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296855/maksym-marchuk-vs-yan-krol,observed_only,26.07 01:38,Максим Марчук vs Ян Крол,skip,0,0,3-1,hit,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296860/oleksandr-tuzhylin-vs-roman-reznychenko,observed_only,26.07 02:29,Александр Тужилин vs Роман Резниченко,skip,0,0,3-0,hit,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296861/dmytro-shchegelskyi-vs-ruslan-novak,observed_only,26.07 00:14,Дмитрий Щегельский vs Руслан Новак,,0,0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296881/volodymyr-korobko-vs-yaroslav-tebenko,forecasted,26.07 01:47,Владимир Коробко vs Ярослав Тебенко,ПРОПУСК,0,0,3-1,hit,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296895/yevhen-pysmennyi-vs-valerii-melnyk,observed_only,26.07 00:59,Евгений Письменный vs Валерии Мельник,skip,0,0,1-3,miss,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296905/maksym-marchuk-vs-vitalii-khamurda,observed_only,26.07 03:11,Максим Марчук vs Виталий Хамурда,skip,0,0,1-3,miss,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296906/dmytro-derevynskyi-vs-oleksandr-melashenko,forecasted,26.07 02:36,Дмитрий Деревинский vs Александр Мелашенко,СТАВИМ,1,0,1-3,miss,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296913/yurii-parahailo-vs-oleksandr-alieksieev,forecasted,26.07 00:32,Юрий Парахайло vs Александр Алексеев,СТАВИМ,1,0,0-3,hit,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296923/vasyl-moshovskyi-vs-oleksandr-storozhenko,forecasted,26.07 00:45,Василий Мошовский vs Александр Стороженко,ПРОПУСК,0,0,2-3,hit,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296927/bohdan-zaika-vs-serhii-solomko,forecasted,25.07 20:01,Богдан Заика vs Сергей Соломко,СТАВИМ,1,0,3-2,hit,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296937/anton-shypilov-vs-nazarii-kovalchuk,observed_only,25.07 20:08,Антон Шипилов vs Назарий Ковальчук,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296939/adam-dvoracek-vs-oleh-plyska,observed_only,25.07 23:02,Адам Дворачек vs Олег Плиска,,0,0,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296950/vitalii-khamurda-vs-oleksandr-gomilko,forecasted,26.07 02:06,Виталий Хамурда vs Александр Гомилко,ПРОПУСК,0,0,0-3,hit,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296951/yurii-parahailo-vs-volodymyr-ivasiv-1971,observed_only,25.07 23:03,Юрий Парахайло vs Владимир Ивасив 1971,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296958/oleksandr-melashenko-vs-vitalii-khamurda,forecasted,26.07 01:05,Александр Мелашенко vs Виталий Хамурда,СТАВИМ,1,0,0-3,miss,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12296971/yevhen-pysmennyi-vs-roman-cherevko,observed_only,26.07 02:59,Евгений Письменный vs Роман Черевко,skip,0,0,2-3,hit,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299308/michal-prochazka-vs-jan-vonasek,observed_only,25.07 22:43,Михал Прохазка vs Ян Вонасек,,0,0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299319/miroslav-barta-vs-jiri-hyrsl,forecasted,26.07 09:33,Мирослав Барта vs Иржи Гирсл,СТАВИМ,1,0,3-1,hit,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299345/martin-tacinec-vs-jan-pleskot,forecasted,26.07 09:33,Мартин Тачинец vs Ян Плескот,СТАВИМ,1,0,3-0,hit,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299371/pavel-bajtek-vs-ivo-taichman,forecasted,26.07 09:33,Павел Байтек vs Иво Тайчман,СТАВИМ,1,0,3-0,hit,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299372/marek-holub-vs-zbynek-pagac,observed_only,26.07 21:42,Марек Голуб vs Збынек Пагац,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsportsfan-telegram-prediction-games-500-1785096901271.csv,https://ru.bsportsfan.com/table-tennis/r/12299373/vaclav-nohejl-1975-vs-tibor-kolenic,observed_only,26.07 17:30,Вацлав Нохейл 1975 vs Тибор Коленич,,0,0,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
